
Position X
 ==================== 
Position X,Unit,Category,Collection,Time,ID,
614.256,µm,Surface,Position,1,26944,
580.052,µm,Surface,Position,1,26945,
526.773,µm,Surface,Position,1,26946,
551.125,µm,Surface,Position,1,26947,
660.95,µm,Surface,Position,1,26948,
500.269,µm,Surface,Position,1,26949,
679.725,µm,Surface,Position,1,26950,
519.182,µm,Surface,Position,1,26951,
709.468,µm,Surface,Position,1,26952,
581.618,µm,Surface,Position,1,26953,
521.859,µm,Surface,Position,1,26954,
599.442,µm,Surface,Position,1,26956,
541.471,µm,Surface,Position,1,26957,
688.814,µm,Surface,Position,1,26958,
453.879,µm,Surface,Position,1,26960,
472.85,µm,Surface,Position,1,26961,
679.98,µm,Surface,Position,1,26962,
549.359,µm,Surface,Position,1,26963,
522.812,µm,Surface,Position,1,26964,
461.196,µm,Surface,Position,1,26965,
706.601,µm,Surface,Position,1,26966,
624.838,µm,Surface,Position,1,26967,
649.421,µm,Surface,Position,1,26968,
532.513,µm,Surface,Position,1,26970,
652.487,µm,Surface,Position,1,26971,
668.426,µm,Surface,Position,1,26972,
704.118,µm,Surface,Position,1,26973,
429.412,µm,Surface,Position,1,26974,
450.959,µm,Surface,Position,1,26975,
461.818,µm,Surface,Position,1,26976,
446.236,µm,Surface,Position,1,26977,
688.692,µm,Surface,Position,1,26978,
710.018,µm,Surface,Position,1,26980,
461.14,µm,Surface,Position,1,26981,
477.171,µm,Surface,Position,1,26982,
502.843,µm,Surface,Position,1,26983,
520.109,µm,Surface,Position,1,26984,
572.427,µm,Surface,Position,1,26985,
456.615,µm,Surface,Position,1,26986,
442.469,µm,Surface,Position,1,26987,
566.414,µm,Surface,Position,1,26988,
