
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
647.612,493.037,24.5173,µm,Surface,Position,1,1369,
695.554,454.903,19.0057,µm,Surface,Position,1,1371,
688.762,453.661,18.6258,µm,Surface,Position,1,1383,
610.173,516.617,17.8593,µm,Surface,Position,1,1388,
611.277,510.72,12.1727,µm,Surface,Position,1,1392,
600.499,523.882,15.2416,µm,Surface,Position,1,1395,
610.607,514.03,12.6122,µm,Surface,Position,1,1399,
698.219,426.342,16.6077,µm,Surface,Position,1,1400,
699.323,423.26,22.3339,µm,Surface,Position,1,1401,
662.673,448.666,14.3321,µm,Surface,Position,1,1406,
580.387,535.995,12.4272,µm,Surface,Position,1,1408,
645.055,472.179,15.9831,µm,Surface,Position,1,1410,
580.385,538.267,15.666,µm,Surface,Position,1,1411,
671.39,427.691,14.183,µm,Surface,Position,1,1422,
626.321,461.556,21.125,µm,Surface,Position,1,1428,
644.188,445.857,17.4917,µm,Surface,Position,1,1429,
624.545,461.297,20.6293,µm,Surface,Position,1,1441,
555.39,519.985,24.4628,µm,Surface,Position,1,1464,
594.419,472.294,15.2959,µm,Surface,Position,1,1467,
581.191,486.313,26.8433,µm,Surface,Position,1,1470,
577.749,492.291,19.7443,µm,Surface,Position,1,1475,
655.557,408.193,22.769,µm,Surface,Position,1,1488,
599.138,454.987,23.7929,µm,Surface,Position,1,1494,
652.038,409.27,14.5627,µm,Surface,Position,1,1501,
523.13,536.232,15.7183,µm,Surface,Position,1,1502,
607.612,450.894,14.2011,µm,Surface,Position,1,1503,
658.494,400.043,15.699,µm,Surface,Position,1,1504,
574.288,478.194,14.1638,µm,Surface,Position,1,1508,
683.752,366.683,28.1044,µm,Surface,Position,1,1510,
598.608,446.736,21.5961,µm,Surface,Position,1,1512,
629.47,418.361,17.9503,µm,Surface,Position,1,1515,
592.594,453.534,19.9528,µm,Surface,Position,1,1516,
593.684,453.577,19.0991,µm,Surface,Position,1,1517,
569.532,479.882,19.4107,µm,Surface,Position,1,1518,
611.266,429.252,16.3087,µm,Surface,Position,1,1521,
623.155,417.081,22.5431,µm,Surface,Position,1,1525,
603.315,439.371,18.1045,µm,Surface,Position,1,1527,
601.891,439.953,18.7066,µm,Surface,Position,1,1528,
662.971,371.237,21.2146,µm,Surface,Position,1,1529,
634.386,395.809,25.28,µm,Surface,Position,1,1534,
610.395,419.241,24.8203,µm,Surface,Position,1,1535,
589.402,445.341,15.2464,µm,Surface,Position,1,1537,
607.823,423.5,26.6955,µm,Surface,Position,1,1540,
559.016,476.64,13.9615,µm,Surface,Position,1,1542,
496.5,525.487,27.3012,µm,Surface,Position,1,1545,
612.102,411.518,19.7019,µm,Surface,Position,1,1546,
602.334,420.5,28.1762,µm,Surface,Position,1,1547,
564.609,462.127,24.7413,µm,Surface,Position,1,1549,
642.786,375.866,14.9312,µm,Surface,Position,1,1554,
573.561,446.522,13.4511,µm,Surface,Position,1,1555,
625.961,393.081,21.9054,µm,Surface,Position,1,1556,
647.955,366.242,20.6941,µm,Surface,Position,1,1565,
615.149,402.914,17.9013,µm,Surface,Position,1,1566,
551.084,457.229,19.0442,µm,Surface,Position,1,1569,
602.07,398.036,14.5203,µm,Surface,Position,1,1574,
465.326,536.771,18.9732,µm,Surface,Position,1,1575,
555.835,445.188,17.4821,µm,Surface,Position,1,1577,
491.142,511.043,15.5849,µm,Surface,Position,1,1578,
488.902,514.231,14.7462,µm,Surface,Position,1,1579,
607.048,395.56,20.6595,µm,Surface,Position,1,1580,
