
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.538442,,Surface,1,1917,
0.468874,,Surface,1,1920,
0.799948,,Surface,1,1922,
0.47112,,Surface,1,1936,
0.691382,,Surface,1,1939,
0.503504,,Surface,1,1941,
0.332542,,Surface,1,1943,
0.776852,,Surface,1,1948,
0.57499,,Surface,1,1949,
0.615438,,Surface,1,1952,
0.652867,,Surface,1,1955,
0.679542,,Surface,1,1956,
0.332253,,Surface,1,1966,
0.724593,,Surface,1,1969,
0.633694,,Surface,1,1970,
0.392159,,Surface,1,1974,
0.31589,,Surface,1,1977,
0.236861,,Surface,1,1988,
0.783504,,Surface,1,1990,
0.495791,,Surface,1,1992,
0.527327,,Surface,1,1993,
0.398699,,Surface,1,1997,
0.658276,,Surface,1,2001,
0.505948,,Surface,1,2006,
0.540285,,Surface,1,2010,
0.746024,,Surface,1,2013,
0.351819,,Surface,1,2016,
0.668648,,Surface,1,2020,
0.274508,,Surface,1,2021,
0.686931,,Surface,1,2023,
0.58229,,Surface,1,2025,
0.245163,,Surface,1,2026,
0.477603,,Surface,1,2030,
0.660825,,Surface,1,2031,
0.691861,,Surface,1,2035,
0.65934,,Surface,1,2040,
0.533446,,Surface,1,2050,
0.65682,,Surface,1,2051,
0.503595,,Surface,1,2052,
0.732948,,Surface,1,2054,
0.769713,,Surface,1,2055,
0.514584,,Surface,1,2058,
0.164756,,Surface,1,2061,
0.369908,,Surface,1,2064,
0.735924,,Surface,1,2065,
0.741669,,Surface,1,2068,
0.505661,,Surface,1,2070,
0.611065,,Surface,1,2074,
0.336632,,Surface,1,2076,
0.606927,,Surface,1,2079,
0.393032,,Surface,1,2090,
0.38716,,Surface,1,2092,
0.561133,,Surface,1,2094,
0.549246,,Surface,1,2096,
0.65474,,Surface,1,2097,
0.594907,,Surface,1,2099,
0.520132,,Surface,1,2101,
0.606722,,Surface,1,2103,
0.577824,,Surface,1,2106,
0.611093,,Surface,1,2108,
0.602516,,Surface,1,2113,
0.758535,,Surface,1,2114,
0.727043,,Surface,1,2115,
0.452736,,Surface,1,2133,
0.362846,,Surface,1,2138,
0.330438,,Surface,1,2147,
0.506361,,Surface,1,2150,
0.499302,,Surface,1,2156,
0.612401,,Surface,1,2158,
0.600389,,Surface,1,2159,
0.33299,,Surface,1,2160,
0.780417,,Surface,1,2161,
0.718001,,Surface,1,2164,
0.676977,,Surface,1,2166,
0.262898,,Surface,1,2168,
0.412031,,Surface,1,2170,
0.690257,,Surface,1,2171,
0.364938,,Surface,1,2173,
0.597249,,Surface,1,2174,
0.653795,,Surface,1,2176,
0.816193,,Surface,1,2181,
0.615967,,Surface,1,2187,
0.280071,,Surface,1,2189,
0.447468,,Surface,1,2193,
0.286035,,Surface,1,2204,
0.603251,,Surface,1,2210,
0.641133,,Surface,1,2214,
0.46466,,Surface,1,2216,
0.470097,,Surface,1,2225,
0.321782,,Surface,1,2234,
0.346059,,Surface,1,2235,
0.675069,,Surface,1,2257,
0.49891,,Surface,1,2258,
0.520031,,Surface,1,2259,
0.620165,,Surface,1,2260,
0.61682,,Surface,1,2263,
0.304007,,Surface,1,2264,
0.662851,,Surface,1,2265,
0.429813,,Surface,1,2266,
0.398101,,Surface,1,2275,
0.611046,,Surface,1,2276,
0.60939,,Surface,1,2284,
0.484343,,Surface,1,2294,
0.689863,,Surface,1,2299,
0.649274,,Surface,1,2307,
0.516347,,Surface,1,2310,
0.215552,,Surface,1,2314,
0.663063,,Surface,1,2317,
0.782987,,Surface,1,2318,
0.774312,,Surface,1,2319,
0.576592,,Surface,1,2320,
0.677708,,Surface,1,2331,
0.712479,,Surface,1,2332,
0.200445,,Surface,1,2337,
0.756596,,Surface,1,2339,
0.527389,,Surface,1,2354,
0.734054,,Surface,1,2368,
0.844889,,Surface,1,2369,
0.666796,,Surface,1,2375,
0.386284,,Surface,1,2380,
0.608052,,Surface,1,2398,
0.323044,,Surface,1,2403,
0.385878,,Surface,1,2405,
0.741081,,Surface,1,2409,
0.622093,,Surface,1,2420,
0.406376,,Surface,1,2422,
0.513995,,Surface,1,2426,
0.589576,,Surface,1,2428,
0.209993,,Surface,1,2434,
0.28227,,Surface,1,2438,
0.245473,,Surface,1,2439,
0.430798,,Surface,1,2440,
0.473093,,Surface,1,2441,
0.664278,,Surface,1,2442,
0.598196,,Surface,1,2444,
0.392008,,Surface,1,2453,
0.672418,,Surface,1,2458,
0.681658,,Surface,1,2464,
0.402626,,Surface,1,2469,
0.585528,,Surface,1,2476,
0.667751,,Surface,1,2484,
0.551996,,Surface,1,2489,
0.219398,,Surface,1,2494,
0.318308,,Surface,1,2495,
0.620552,,Surface,1,2496,
0.450868,,Surface,1,2497,
0.537943,,Surface,1,2498,
0.344126,,Surface,1,2499,
