
Position Z
 ==================== 
Position Z,Unit,Category,Collection,Time,ID,
28.3082,µm,Surface,Position,1,7273,
22.2988,µm,Surface,Position,1,7274,
13.1726,µm,Surface,Position,1,7275,
17.9106,µm,Surface,Position,1,7276,
21.376,µm,Surface,Position,1,7277,
27.6464,µm,Surface,Position,1,7278,
12.0865,µm,Surface,Position,1,7279,
26.582,µm,Surface,Position,1,7280,
17.8421,µm,Surface,Position,1,7281,
19.2171,µm,Surface,Position,1,7282,
28.1779,µm,Surface,Position,1,7283,
29.7402,µm,Surface,Position,1,7285,
16.3615,µm,Surface,Position,1,7286,
26.7798,µm,Surface,Position,1,7287,
21.2161,µm,Surface,Position,1,7288,
30.5935,µm,Surface,Position,1,7289,
20.3977,µm,Surface,Position,1,7290,
10.569,µm,Surface,Position,1,7291,
16.7116,µm,Surface,Position,1,7292,
13.9208,µm,Surface,Position,1,7293,
19.7276,µm,Surface,Position,1,7294,
21.3173,µm,Surface,Position,1,7295,
20.3207,µm,Surface,Position,1,7296,
11.8684,µm,Surface,Position,1,7297,
16.2,µm,Surface,Position,1,7298,
17.2885,µm,Surface,Position,1,7299,
23.567,µm,Surface,Position,1,7300,
12.8917,µm,Surface,Position,1,7301,
14.8342,µm,Surface,Position,1,7302,
27.9848,µm,Surface,Position,1,7303,
13.7925,µm,Surface,Position,1,7304,
12.6544,µm,Surface,Position,1,7305,
21.7893,µm,Surface,Position,1,7306,
21.7559,µm,Surface,Position,1,7307,
10.2375,µm,Surface,Position,1,7308,
27.5561,µm,Surface,Position,1,7309,
30.3864,µm,Surface,Position,1,7310,
12.8633,µm,Surface,Position,1,7311,
30.7068,µm,Surface,Position,1,7312,
15.0672,µm,Surface,Position,1,7313,
28.0158,µm,Surface,Position,1,7314,
16.9433,µm,Surface,Position,1,7315,
15.3676,µm,Surface,Position,1,7316,
27.1006,µm,Surface,Position,1,7318,
12.75,µm,Surface,Position,1,7319,
14.3082,µm,Surface,Position,1,7320,
21.6305,µm,Surface,Position,1,7321,
31.5288,µm,Surface,Position,1,7322,
19.7539,µm,Surface,Position,1,7323,
19.4788,µm,Surface,Position,1,7324,
29.3634,µm,Surface,Position,1,7325,
24.6302,µm,Surface,Position,1,7326,
20.5625,µm,Surface,Position,1,7327,
30.5784,µm,Surface,Position,1,7328,
18.7146,µm,Surface,Position,1,7329,
17.7569,µm,Surface,Position,1,7330,
17.6975,µm,Surface,Position,1,7331,
12.0199,µm,Surface,Position,1,7332,
18.25,µm,Surface,Position,1,7333,
10.1131,µm,Surface,Position,1,7334,
13.1598,µm,Surface,Position,1,7335,
22.9583,µm,Surface,Position,1,7336,
31.2857,µm,Surface,Position,1,7337,
15.0455,µm,Surface,Position,1,7338,
11.675,µm,Surface,Position,1,7339,
14.4219,µm,Surface,Position,1,7340,
24.6528,µm,Surface,Position,1,7341,
16.5568,µm,Surface,Position,1,7342,
12.517,µm,Surface,Position,1,7343,
18.9491,µm,Surface,Position,1,7344,
10.1942,µm,Surface,Position,1,7345,
24.0664,µm,Surface,Position,1,7346,
25.0536,µm,Surface,Position,1,7347,
12.3089,µm,Surface,Position,1,7348,
10.412,µm,Surface,Position,1,7349,
25.2716,µm,Surface,Position,1,7350,
13.244,µm,Surface,Position,1,7351,
15.8436,µm,Surface,Position,1,7353,
28.0013,µm,Surface,Position,1,7354,
21.375,µm,Surface,Position,1,7355,
23.3374,µm,Surface,Position,1,7356,
15.4724,µm,Surface,Position,1,7357,
22.3274,µm,Surface,Position,1,7358,
27.3883,µm,Surface,Position,1,7359,
21.1384,µm,Surface,Position,1,7360,
12.7854,µm,Surface,Position,1,7361,
31.2183,µm,Surface,Position,1,7362,
22.4135,µm,Surface,Position,1,7363,
29.0046,µm,Surface,Position,1,7364,
29.3779,µm,Surface,Position,1,7365,
27.375,µm,Surface,Position,1,7366,
20.4681,µm,Surface,Position,1,7367,
14.1856,µm,Surface,Position,1,7368,
24.5682,µm,Surface,Position,1,7369,
28.9665,µm,Surface,Position,1,7370,
13.1845,µm,Surface,Position,1,7371,
16.4375,µm,Surface,Position,1,7372,
12.3018,µm,Surface,Position,1,7373,
14.0179,µm,Surface,Position,1,7374,
22.5369,µm,Surface,Position,1,7375,
29.9764,µm,Surface,Position,1,7376,
15.8743,µm,Surface,Position,1,7377,
18.25,µm,Surface,Position,1,7378,
14.3663,µm,Surface,Position,1,7380,
28,µm,Surface,Position,1,7381,
10.4523,µm,Surface,Position,1,7382,
27.5645,µm,Surface,Position,1,7383,
23.9353,µm,Surface,Position,1,7384,
17.5195,µm,Surface,Position,1,7385,
23.3685,µm,Surface,Position,1,7386,
29.9464,µm,Surface,Position,1,7387,
31.4886,µm,Surface,Position,1,7388,
31.7639,µm,Surface,Position,1,7389,
10.0667,µm,Surface,Position,1,7390,
13.244,µm,Surface,Position,1,7391,
11.546,µm,Surface,Position,1,7392,
14.6114,µm,Surface,Position,1,7393,
17.6328,µm,Surface,Position,1,7394,
20.9018,µm,Surface,Position,1,7395,
17.5343,µm,Surface,Position,1,7396,
31.3733,µm,Surface,Position,1,7397,
13.1361,µm,Surface,Position,1,7398,
15.713,µm,Surface,Position,1,7399,
23.3205,µm,Surface,Position,1,7400,
11.7554,µm,Surface,Position,1,7401,
18.7212,µm,Surface,Position,1,7402,
17.1696,µm,Surface,Position,1,7403,
11.4519,µm,Surface,Position,1,7404,
24.0058,µm,Surface,Position,1,7405,
18.3855,µm,Surface,Position,1,7406,
17.8908,µm,Surface,Position,1,7407,
12.26,µm,Surface,Position,1,7408,
25.881,µm,Surface,Position,1,7410,
18.8224,µm,Surface,Position,1,7411,
17.755,µm,Surface,Position,1,7412,
16.5781,µm,Surface,Position,1,7413,
21.4632,µm,Surface,Position,1,7414,
16.0625,µm,Surface,Position,1,7415,
20.0452,µm,Surface,Position,1,7416,
17.044,µm,Surface,Position,1,7417,
20.7587,µm,Surface,Position,1,7418,
28.875,µm,Surface,Position,1,7419,
11.9135,µm,Surface,Position,1,7420,
23.2412,µm,Surface,Position,1,7421,
15.0712,µm,Surface,Position,1,7422,
17.2533,µm,Surface,Position,1,7423,
17.8523,µm,Surface,Position,1,7424,
10.4311,µm,Surface,Position,1,7425,
13.878,µm,Surface,Position,1,7426,
9.80357,µm,Surface,Position,1,7427,
13.7115,µm,Surface,Position,1,7428,
27.4018,µm,Surface,Position,1,7429,
25.3939,µm,Surface,Position,1,7430,
23.2622,µm,Surface,Position,1,7431,
19.8929,µm,Surface,Position,1,7432,
20.4034,µm,Surface,Position,1,7433,
22.353,µm,Surface,Position,1,7434,
16.5897,µm,Surface,Position,1,7435,
