
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.492632,,Surface,1,7622,
0.312855,,Surface,1,7623,
0.484314,,Surface,1,7624,
0.241711,,Surface,1,7625,
0.295291,,Surface,1,7626,
0.264372,,Surface,1,7628,
0.299762,,Surface,1,7629,
0.323415,,Surface,1,7630,
0.281088,,Surface,1,7631,
0.204553,,Surface,1,7632,
0.250389,,Surface,1,7633,
0.271713,,Surface,1,7634,
0.303564,,Surface,1,7636,
0.32303,,Surface,1,7637,
0.275022,,Surface,1,7638,
0.30061,,Surface,1,7639,
0.18391,,Surface,1,7640,
0.3523,,Surface,1,7641,
0.329965,,Surface,1,7642,
0.326607,,Surface,1,7644,
0.299296,,Surface,1,7645,
0.304967,,Surface,1,7646,
0.480615,,Surface,1,7647,
0.286866,,Surface,1,7648,
0.37278,,Surface,1,7649,
0.319075,,Surface,1,7650,
0.432472,,Surface,1,7652,
0.348153,,Surface,1,7653,
0.274259,,Surface,1,7654,
0.32298,,Surface,1,7655,
