
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.571833,,Surface,1,7413,
0.735834,,Surface,1,7414,
0.463459,,Surface,1,7415,
0.558641,,Surface,1,7416,
0.546977,,Surface,1,7417,
0.670209,,Surface,1,7418,
0.543568,,Surface,1,7419,
0.604041,,Surface,1,7420,
0.626528,,Surface,1,7421,
0.692949,,Surface,1,7422,
0.481336,,Surface,1,7423,
0.671293,,Surface,1,7424,
0.466417,,Surface,1,7425,
0.501565,,Surface,1,7426,
0.640374,,Surface,1,7427,
0.595621,,Surface,1,7428,
0.329549,,Surface,1,7429,
0.710892,,Surface,1,7430,
0.695768,,Surface,1,7431,
0.649475,,Surface,1,7432,
0.694124,,Surface,1,7433,
0.626607,,Surface,1,7434,
0.496503,,Surface,1,7435,
0.845211,,Surface,1,7436,
0.490146,,Surface,1,7437,
0.415,,Surface,1,7438,
0.595668,,Surface,1,7439,
0.642122,,Surface,1,7440,
0.674298,,Surface,1,7441,
0.566858,,Surface,1,7442,
0.484178,,Surface,1,7443,
0.572666,,Surface,1,7444,
0.613706,,Surface,1,7445,
0.686827,,Surface,1,7446,
0.456113,,Surface,1,7447,
0.598331,,Surface,1,7448,
0.490334,,Surface,1,7449,
0.668957,,Surface,1,7450,
0.698968,,Surface,1,7451,
0.673731,,Surface,1,7452,
0.691276,,Surface,1,7453,
0.734165,,Surface,1,7454,
0.581465,,Surface,1,7455,
0.368927,,Surface,1,7456,
0.501461,,Surface,1,7457,
0.679971,,Surface,1,7458,
0.671764,,Surface,1,7459,
0.736622,,Surface,1,7460,
0.409239,,Surface,1,7462,
0.575417,,Surface,1,7463,
0.596611,,Surface,1,7464,
0.684144,,Surface,1,7465,
0.69082,,Surface,1,7466,
0.681016,,Surface,1,7467,
0.586243,,Surface,1,7468,
0.277293,,Surface,1,7469,
0.190723,,Surface,1,7470,
0.69884,,Surface,1,7471,
0.3858,,Surface,1,7472,
0.467929,,Surface,1,7473,
0.715178,,Surface,1,7474,
0.625681,,Surface,1,7475,
0.653519,,Surface,1,7476,
0.506413,,Surface,1,7477,
0.746345,,Surface,1,7478,
0.545664,,Surface,1,7479,
0.394686,,Surface,1,7480,
0.751534,,Surface,1,7481,
0.616936,,Surface,1,7482,
0.611383,,Surface,1,7483,
0.185745,,Surface,1,7484,
0.634271,,Surface,1,7485,
0.638082,,Surface,1,7486,
0.530382,,Surface,1,7487,
0.773636,,Surface,1,7488,
0.590379,,Surface,1,7489,
0.601064,,Surface,1,7490,
0.578535,,Surface,1,7491,
0.412917,,Surface,1,7492,
0.399339,,Surface,1,7493,
0.257489,,Surface,1,7494,
0.640353,,Surface,1,7495,
0.533186,,Surface,1,7496,
0.699306,,Surface,1,7497,
0.885525,,Surface,1,7498,
0.755328,,Surface,1,7500,
0.614204,,Surface,1,7501,
0.561895,,Surface,1,7502,
0.659157,,Surface,1,7503,
0.708181,,Surface,1,7504,
0.546086,,Surface,1,7505,
0.495589,,Surface,1,7506,
0.605433,,Surface,1,7507,
0.213569,,Surface,1,7508,
0.460428,,Surface,1,7509,
0.498152,,Surface,1,7510,
0.539345,,Surface,1,7511,
0.585113,,Surface,1,7512,
0.577756,,Surface,1,7513,
0.706926,,Surface,1,7514,
0.39417,,Surface,1,7516,
0.422697,,Surface,1,7517,
0.628722,,Surface,1,7518,
0.191322,,Surface,1,7519,
0.549159,,Surface,1,7520,
0.688146,,Surface,1,7521,
0.695588,,Surface,1,7522,
0.324175,,Surface,1,7523,
0.744277,,Surface,1,7524,
0.566263,,Surface,1,7525,
0.737034,,Surface,1,7526,
0.643208,,Surface,1,7527,
0.695706,,Surface,1,7528,
0.708499,,Surface,1,7529,
0.717947,,Surface,1,7530,
0.282965,,Surface,1,7531,
0.71309,,Surface,1,7532,
0.354884,,Surface,1,7534,
0.65678,,Surface,1,7535,
0.678288,,Surface,1,7536,
0.308706,,Surface,1,7537,
0.600882,,Surface,1,7538,
0.524886,,Surface,1,7539,
0.646504,,Surface,1,7540,
0.351999,,Surface,1,7541,
0.704007,,Surface,1,7542,
0.588519,,Surface,1,7544,
0.647973,,Surface,1,7546,
0.697097,,Surface,1,7547,
0.526219,,Surface,1,7548,
0.612662,,Surface,1,7549,
0.643196,,Surface,1,7550,
0.713103,,Surface,1,7552,
0.677897,,Surface,1,7554,
0.730343,,Surface,1,7555,
0.478465,,Surface,1,7556,
0.686753,,Surface,1,7557,
0.548943,,Surface,1,7559,
0.493603,,Surface,1,7560,
0.551687,,Surface,1,7561,
0.655083,,Surface,1,7562,
0.651499,,Surface,1,7563,
0.403226,,Surface,1,7564,
0.589834,,Surface,1,7565,
0.466995,,Surface,1,7566,
0.660651,,Surface,1,7567,
0.444629,,Surface,1,7568,
0.308525,,Surface,1,7570,
0.562177,,Surface,1,7571,
0.585568,,Surface,1,7572,
0.504343,,Surface,1,7573,
0.588737,,Surface,1,7574,
0.641164,,Surface,1,7575,
0.684419,,Surface,1,7576,
0.643953,,Surface,1,7577,
0.721783,,Surface,1,7578,
0.510338,,Surface,1,7579,
0.791525,,Surface,1,7580,
0.480147,,Surface,1,7581,
0.574742,,Surface,1,7582,
0.617643,,Surface,1,7583,
0.62169,,Surface,1,7584,
0.725241,,Surface,1,7585,
0.696857,,Surface,1,7586,
0.406773,,Surface,1,7587,
0.418794,,Surface,1,7588,
0.606009,,Surface,1,7590,
